"?b  <dbo:intercomm>  ?a   => ?a  <dbo:capital>  ?b"	0	35
"?b  <dbo:district>  ?a   => ?a  <dbo:capital>  ?b"	1	103
"?b  <dbo:region>  ?a   => ?a  <dbo:capital>  ?b"	1	38
"?b  <dbo:province>  ?a   => ?a  <dbo:capital>  ?b"	1	139
"?b  <dbo:prevMatchupTeams>  ?a   => ?a  <dbo:bowltourney>  ?b"	0	16
"?b  <dbo:nextMatchupTeams>  ?a   => ?a  <dbo:bowltourney>  ?b"	0	4
"?a  <dbo:bowlname>  ?b   => ?a  <dbo:bowltourney>  ?b"	0	2
"?a  <dbo:gamename>  ?b   => ?a  <dbo:bowltourney>  ?b"	0	48
"?b  <dbo:subdivisionName>  ?a   => ?a  <dbo:capital>  ?b"	80	252
"?a  <dbo:frequentFlyer>  ?b   => ?a  <dbo:alliance>  ?b"	2	2
"?a  <dbo:parent>  ?b   => ?a  <dbo:alliance>  ?b"	0	3
"?b  <dbo:birthPlace>  ?a   => ?a  <dbo:mps>  ?b"	0	10
"?b  <dbo:subdivision>  ?a   => ?a  <dbo:superordo>  ?b"	0	37
"?a  <dbo:writers>  ?b   => ?a  <dbo:producers>  ?b"	0	9
"?b  <dbo:finish>  ?a   => ?a  <dbo:companion>  ?b"	0	8
"?b  <dbo:start>  ?a   => ?a  <dbo:companion>  ?b"	0	7
"?a  <dbo:generalManager>  ?b   => ?a  <dbo:headCoach>  ?b"	0	10
"?b  <dbo:formerNllTeams>  ?a   => ?a  <dbo:headCoach>  ?b"	0	2
"?b  <dbo:mllTeam>  ?a   => ?a  <dbo:headCoach>  ?b"	0	1
"?b  <dbo:draftTeam>  ?a   => ?a  <dbo:headCoach>  ?b"	0	3
"?b  <dbo:playedFor>  ?a   => ?a  <dbo:headCoach>  ?b"	0	3
"?b  <dbo:clubs>  ?a   => ?a  <dbo:headCoach>  ?b"	0	1
"?a  <dbo:round4Property12>  ?b   => ?a  <dbo:minorPremiers>  ?b"	0	14
"?a  <dbo:round4Property>  ?b   => ?a  <dbo:minorPremiers>  ?b"	0	16
"?a  <dbo:topPointsScorer>  ?b   => ?a  <dbo:minorPremiers>  ?b"	0	5
"?a  <dbo:topTryScorer>  ?b   => ?a  <dbo:minorPremiers>  ?b"	0	14
"?a  <dbo:premiers>  ?b   => ?a  <dbo:minorPremiers>  ?b"	0	114
"?b  <dbo:subdivision>  ?a   => ?a  <dbo:infraclassis>  ?b"	0	12
"?b  <dbo:season>  ?a   => ?a  <dbo:minorPremiers>  ?b"	0	2
"?b  <dbo:title>  ?a   => ?a  <dbo:headCoach>  ?b"	0	1
"?a  <dbo:secondaryArmament>  ?b   => ?a  <dbo:primaryArmament>  ?b"	0	2
"?a  <dbo:owner>  ?b   => ?a  <dbo:headCoach>  ?b"	0	2
"?a  <dbo:colonelInChief>  ?b   => ?a  <dbo:ceremonialChief>  ?b"	0	2
"?a  <dbo:director>  ?b   => ?a  <dbo:producers>  ?b"	0	6
"?b  <dbo:consortto>  ?a   => ?a  <dbo:consort>  ?b"	0	4
"?b  <dbo:consort>  ?a   => ?a  <dbo:consort>  ?b"	0	11
"?a  <dbo:starring>  ?b   => ?a  <dbo:producers>  ?b"	0	6
"?a  <dbo:writer>  ?b   => ?a  <dbo:producers>  ?b"	0	11
"?b  <dbo:spouse>  ?a   => ?a  <dbo:consort>  ?b"	0	40
"?a  <dbo:nationalfilmawards>  ?b   => ?a  <dbo:filmfareawards>  ?b"	0	6
"?b  <dbo:crewcaption>  ?a   => ?a  <dbo:mission>  ?b"	11	13
"?b  <dbo:prec>  ?a   => ?a  <dbo:prec>  ?b"	0	10
"?a  <dbo:team1Twenty20sMostRuns>  ?b   => ?a  <dbo:runs>  ?b"	0	5
"?b  <dbo:crewCaption>  ?a   => ?a  <dbo:mission>  ?b"	47	50
"?a  <dbo:team1TestsMostRuns>  ?b   => ?a  <dbo:runs>  ?b"	0	4
"?a  <dbo:wickets>  ?b   => ?a  <dbo:runs>  ?b"	0	30
"?a  <dbo:motm>  ?b   => ?a  <dbo:runs>  ?b"	0	77
"?a  <dbo:runsTeam2Inns>  ?b   => ?a  <dbo:runs>  ?b"	0	16
"?a  <dbo:topRunScorer>  ?b   => ?a  <dbo:runs>  ?b"	0	4
"?a  <dbo:playerOfOdiSeries>  ?b   => ?a  <dbo:runs>  ?b"	0	7
